"Task ID","Task Reported Date","Building","Category","Task Type","Level Of Completion","Status","Priority","Problem","Time Left","Asset","Discipline","Finish Date","Task Due By Date","Time Taken"
"B2215M:2020-13/790","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00299-C - B2215- FL R- CON R - VSD 02","BMS Technician","26/04/2020 12:02","25/04/2020 23:59","0:00"
"B2215M:2020-13/795","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00300-B - B2215- FL R- CON R - VSD 03","BMS Technician","26/04/2020 12:03","25/04/2020 23:59","0:00"
"B2215M:2020-13/796","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00300-C - B2215- FL R- CON R - VSD 04","BMS Technician","26/04/2020 12:03","25/04/2020 23:59","17,700,946:59"
"B2215M:2020-13/801","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Started","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00301-B - B2215- FL R- CON R - VSD 05","BMS Technician","03/05/2020 14:37","25/04/2020 23:59","0:00"
"B2215M:2020-13/802","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00301-C - B2215- FL R- CON R - VSD 06","BMS Technician","26/04/2020 12:02","25/04/2020 23:59","0:00"
"B2215M:2020-13/807","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00302-B - B2215- FL R- CON R - VSD 07","BMS Technician","29/04/2020 13:20","25/04/2020 23:59","0:00"
"B2215M:2020-13/808","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00302-C - B2215- FL R- CON R - VSD 08","BMS Technician","26/04/2020 12:03","25/04/2020 23:59","0:00"
"B2215M:2020-13/813","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00303-B - B2215- FL R- CON R - VSD 09","BMS Technician","29/04/2020 13:21","25/04/2020 23:59","0:00"
"B2215M:2020-13/814","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00303-C - B2215- FL R- CON R - VSD 10","BMS Technician","26/04/2020 12:01","25/04/2020 23:59","0:00"
"B2215M:2020-13/819","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00304-B - B2215- FL R- CON R - VSD 11","BMS Technician","26/04/2020 12:04","25/04/2020 23:59","0:00"
"B2215M:2020-13/820","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","-782:01","SV-B2215-00304-C - B2215- FL R- CON R - VSD 12","BMS Technician","26/04/2020 12:03","25/04/2020 23:59","0:00"
"B2215M:2020-13/857","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00322-A - B2215- FL B2 - M P R - Split. Indoor Unit 01","HVAC Technician","23/04/2020 10:01","25/04/2020 23:59","0:02"
"B2215M:2020-13/859","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00322-B - B2215- FL B2 - M P R - Split. Condensing Unit 01","HVAC Technician","23/04/2020 09:59","25/04/2020 23:59","0:02"
"B2215M:2020-13/861","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00323-A - B2215- FL B2 - M P R - Split. Indoor Unit 02","HVAC Technician","23/04/2020 10:16","25/04/2020 23:59","0:01"
"B2215M:2020-13/863","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00323-B - B2215- FL B2 - M P R - Split. Condensing Unit 02","HVAC Technician","23/04/2020 09:50","25/04/2020 23:59","0:01"
"B2215M:2020-13/865","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00324-A - B2215- FL B2 - W P R - Split. Indoor Unit 03","HVAC Technician","23/04/2020 09:48","25/04/2020 23:59","0:02"
"B2215M:2020-13/867","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00324-B - B2215- FL B2 - W P R - Split. Condensing Unit 03","HVAC Technician","23/04/2020 09:46","25/04/2020 23:59","0:01"
"B2215M:2020-13/869","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00325-A - B2215- FL B1 - D C R - Split. Indoor Unit 04","HVAC Technician","23/04/2020 09:44","25/04/2020 23:59","0:01"
"B2215M:2020-13/871","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00325-B - B2215- FL B1 - D C R - Split. Condensing Unit 04","HVAC Technician","23/04/2020 09:42","25/04/2020 23:59","0:01"
"B2215M:2020-13/873","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00326-A - B2215- FL B1 - D C R - Split. Indoor Unit 05","HVAC Technician","23/04/2020 09:40","25/04/2020 23:59","0:01"
"B2215M:2020-13/875","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00326-B - B2215- FL B1 - D C R - Split. Condensing Unit 05","HVAC Technician","23/04/2020 09:38","25/04/2020 23:59","0:01"
"B2215M:2020-13/877","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00327-A - B2215- FL B1 - D C R - Split. Indoor Unit 06","HVAC Technician","23/04/2020 09:34","25/04/2020 23:59","0:02"
"B2215M:2020-13/879","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00327-B - B2215- FL B1 - D C R - Split. Condensing Unit 06","HVAC Technician","23/04/2020 09:32","25/04/2020 23:59","0:03"
"B2215M:2020-13/881","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00328-A - B2215- FL B1 - UPS R - Split. Indoor Unit 07","HVAC Technician","23/04/2020 09:26","25/04/2020 23:59","0:01"
"B2215M:2020-13/883","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00328-B - B2215- FL B1 - UPS R - Split. Condensing Unit 07","HVAC Technician","22/04/2020 13:49","25/04/2020 23:59","0:01"
"B2215M:2020-13/885","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00329-A - B2215- FL B1 - UPS R - Split. Indoor Unit 08","HVAC Technician","22/04/2020 13:46","25/04/2020 23:59","0:01"
"B2215M:2020-13/887","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00329-B - B2215- FL B1 - UPS R - Split. Condensing Unit 08","HVAC Technician","22/04/2020 13:44","25/04/2020 23:59","0:01"
"B2215M:2020-13/889","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00330-A - B2215- FL B1 - UPS R - Split. Indoor Unit 09","HVAC Technician","22/04/2020 13:40","25/04/2020 23:59","0:03"
"B2215M:2020-13/891","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00330-B - B2215- FL B1 - UPS R - Split. Condensing Unit 09","HVAC Technician","22/04/2020 13:36","25/04/2020 23:59","0:01"
"B2215M:2020-13/893","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00331-A - B2215- FL 1 PA - Split. Indoor Unit 10","HVAC Technician","22/04/2020 13:34","25/04/2020 23:59","0:01"
"B2215M:2020-13/895","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00331-B - B2215- FL 1 PA - Split. Condensing Unit 10","HVAC Technician","22/04/2020 13:31","25/04/2020 23:59","0:02"
"B2215M:2020-13/897","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00332-A - B2215- FL R - Split. Indoor Unit 11","HVAC Technician","22/04/2020 13:29","25/04/2020 23:59","0:01"
"B2215M:2020-13/899","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00332-B - B2215- FL R - Split. Condensing Unit 11","HVAC Technician","22/04/2020 13:27","25/04/2020 23:59","0:01"
"B2215M:2020-13/901","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00333-A - B2215- FL R - Split. Indoor Unit 12","HVAC Technician","22/04/2020 13:25","25/04/2020 23:59","0:01"
"B2215M:2020-13/903","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Split Unit 3M","-782:02","SV-B2215-00333-B - B2215- FL R - Split. Condensing Unit 12","HVAC Technician","22/04/2020 13:23","25/04/2020 23:59","0:01"
"B2215M:2020-13/905","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00334 - B2215- FL B1 - BMS R - FCU 01","HVAC Technician","22/04/2020 13:21","25/04/2020 23:59","0:01"
"B2215M:2020-13/907","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00335 - B2215- FL B1 - LV R - FCU 02","HVAC Technician","22/04/2020 13:19","25/04/2020 23:59","0:01"
"B2215M:2020-13/909","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00336 - B2215- FL B1 - SEC R Room - FCU 03","HVAC Technician","22/04/2020 13:15","25/04/2020 23:59","0:02"
"B2215M:2020-13/911","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00337 - B2215- FL B1 - SEC R Room - FCU 04","HVAC Technician","23/04/2020 09:54","25/04/2020 23:59","0:02"
"B2215M:2020-13/913","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00338 - B2215- FL B1 - UPS R - FCU 05","HVAC Technician","22/04/2020 13:11","25/04/2020 23:59","0:01"
"B2215M:2020-13/915","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00339 - B2215- FL B1 - UPS R - FCU 06","HVAC Technician","22/04/2020 13:09","25/04/2020 23:59","0:01"
"B2215M:2020-13/917","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00340 - B2215- FL G PA - ELEC R - FCU 07","HVAC Technician","22/04/2020 13:07","25/04/2020 23:59","0:01"
"B2215M:2020-13/919","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00341 - B2215- FL G PA - DATA R - FCU 08","HVAC Technician","22/04/2020 13:05","25/04/2020 23:59","0:02"
"B2215M:2020-13/921","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00342 - B2215- FL G PB - ELEC R - FCU 09","HVAC Technician","22/04/2020 13:03","25/04/2020 23:59","0:01"
"B2215M:2020-13/923","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00343 - B2215- FL G PB - DATA R - FCU 10","HVAC Technician","22/04/2020 13:01","25/04/2020 23:59","0:02"
"B2215M:2020-13/925","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00344 - B2215- FL 1 PA - ELEC R - FCU 11","HVAC Technician","22/04/2020 12:56","25/04/2020 23:59","0:01"
"B2215M:2020-13/927","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00345 - B2215- FL 1 PA - DATA R - FCU 12","HVAC Technician","22/04/2020 12:54","25/04/2020 23:59","0:01"
"B2215M:2020-13/929","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00346 - B2215- FL 1 PB - ELEC R - FCU 13","HVAC Technician","22/04/2020 12:52","25/04/2020 23:59","0:01"
"B2215M:2020-13/931","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00347 - B2215- FL 1 PB - DATA R - FCU 14","HVAC Technician","22/04/2020 12:50","25/04/2020 23:59","0:01"
"B2215M:2020-13/933","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00348 - B2215- FL 2PA - ELEC R - FCU 15","HVAC Technician","22/04/2020 12:48","25/04/2020 23:59","0:01"
"B2215M:2020-13/935","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00349 - B2215- FL 2PA - DATA R - FCU 16","HVAC Technician","22/04/2020 12:46","25/04/2020 23:59","0:01"
"B2215M:2020-13/937","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00350 - B2215- FL 2PB - ELEC R - FCU 17","HVAC Technician","22/04/2020 12:44","25/04/2020 23:59","0:01"
"B2215M:2020-13/939","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00351 - B2215- FL 2PB - DATA R - FCU 18","HVAC Technician","22/04/2020 12:42","25/04/2020 23:59","0:01"
"B2215M:2020-13/941","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00352 - B2215- FL 3PA - ELEC R - FCU 19","HVAC Technician","22/04/2020 12:39","25/04/2020 23:59","0:03"
"B2215M:2020-13/943","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00353 - B2215- FL 3PA - DATA R - FCU 20","HVAC Technician","22/04/2020 12:35","25/04/2020 23:59","0:02"
"B2215M:2020-13/945","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00354 - B2215- FL 3PB - ELEC R - FCU 21","HVAC Technician","22/04/2020 12:33","25/04/2020 23:59","0:01"
"B2215M:2020-13/947","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00355 - B2215- FL 3PB - DATA R - FCU 22","HVAC Technician","22/04/2020 12:31","25/04/2020 23:59","0:01"
"B2215M:2020-13/949","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00356 - B2215- FL 4PA - ELEC R - FCU 23","HVAC Technician","22/04/2020 12:29","25/04/2020 23:59","0:01"
"B2215M:2020-13/951","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00357 - B2215- FL 4PA - DATA R - FCU 24","HVAC Technician","22/04/2020 12:27","25/04/2020 23:59","0:01"
"B2215M:2020-13/953","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00358 - B2215- FL 4PB - ELEC R - FCU 25","HVAC Technician","22/04/2020 12:25","25/04/2020 23:59","0:01"
"B2215M:2020-13/955","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00359 - B2215- FL 4PB - DATA R - FCU 26","HVAC Technician","22/04/2020 12:21","25/04/2020 23:59","0:02"
"B2215M:2020-13/957","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00360 - B2215- FL 5PA - ELEC R - FCU 27","HVAC Technician","22/04/2020 12:19","25/04/2020 23:59","0:02"
"B2215M:2020-13/959","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00361 - B2215- FL 5PA - DATA R - FCU 28","HVAC Technician","22/04/2020 12:17","25/04/2020 23:59","0:11"
"B2215M:2020-13/961","28/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-782:02","SV-B2215-00362 - B2215- FL 5PB - ELEC R - FCU 29","HVAC Technician","22/04/2020 13:13","25/04/2020 23:59","0:02"
"B2215M:2020-13/963","11/03/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Fan Coil Unit 3M","-1190:02","SV-B2215-00363 - B2215- FL 5PB - DATA R - FCU 30","HVAC Technician","13/04/2020 11:46","08/04/2020 23:59","0:47"
"SVC-FM:234","14/03/2020 11:25","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-1706:36",,"Electrical Engineer","22/03/2020 13:12","18/03/2020 11:25","0:00"
"SVC-FM:237","17/03/2020 18:10","B2215 - HUAWEI","Fire Alarm","BREAKDOWN","Level 1 Escalation","ASSIGNED","Emergency","SV-حدوث إنذار حريق/  of a fire alarm","-1717:51",,"F.Alarm Technician",,"18/03/2020 00:10","0:08"
"SVC-FM:239","09/03/2020 12:59","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-1873:02",,"Civil Technician","22/03/2020 13:33","11/03/2020 12:59","0:00"
"SVC-FM:240","05/03/2020 11:03","B2215 - HUAWEI","Civil","BREAKDOWN","Assigned","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-1970:58",,"Civil Technician","22/03/2020 13:33","07/03/2020 11:03","0:00"
"SVC-FM:246","05/03/2020 11:44","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-1970:16",,"Civil Technician","22/03/2020 13:42","07/03/2020 11:45","0:00"
"SVC-FM:251","16/03/2020 11:05","B2215 - HUAWEI","Electrical","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالكهرباء/Other electricity failures  ","-1658:56",,"Electrical Engineer","22/03/2020 13:57","20/03/2020 11:05","0:00"
