"Task ID","Task Reported Date","Building","Category","Task Type","Level Of Completion","Status","Priority","Problem","Time Left","Asset","Discipline","Finish Date","Task Due By Date","Time Taken"
"B2215M:2020-22/797","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00301-A - B2215- FL R - AHU 03","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/803","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00302-A - B2215- FL R - AHU 04","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/809","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00303-A - B2215- FL R - AHU 05","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/815","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00304-A - B2215- FL R - AHU 06","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/821","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Air Handling Unit 1M","657:57","SV-B2215-00305 - B2215- FL R - AHU 07","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/825","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00306 - B2215- FL R - Exh.Fan 01","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/827","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00307 - B2215- FL R - Exh.Fan 02","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/829","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00308 - B2215- FL R - Exh.Fan 03","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/831","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00309 - B2215- FL R - Exh.Fan 04","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/833","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00310 - B2215- FL R - Exh.Fan 05","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/835","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00311 - B2215- FL R - Exh.Fan 06","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/837","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00312 - B2215- FL R - Exh.Fan 07","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/839","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00313 - B2215- FL R - Exh.Fan 08","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/841","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00314 - B2215- FL R - Exh.Fan 13","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/843","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00315 - B2215- FL R -S.Fan 01","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/845","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00316 - B2215- FL R -S.Fan 02","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/847","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00317 - B2215- FL R -S.Fan 03","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/849","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00318 - B2215- FL R -S.Fan 04","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/851","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00319 - B2215- FL R -S.Fan 05","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/853","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00320 - B2215- FL R -S.Fan 06","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/855","27/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ACTIVE","PPM","Fan 1M","657:57","SV-B2215-00321 - B2215- FL R -S.Fan 07","HVAC Technician",,"24/06/2020 23:59","0:00"
"B2215M:2020-22/770","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00294-B - B2215- FL B2 - PUMP R - VSD 13","BMS Technician","18/05/2020 13:45","25/06/2020 23:59","0:06"
"B2215M:2020-22/774","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00295-B - B2215- FL B2 - PUMP R - VSD 14","BMS Technician","18/05/2020 13:39","25/06/2020 23:59","0:01"
"B2215M:2020-22/778","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00296-B - B2215- FL B2 - PUMP R - VSD 15","BMS Technician","18/05/2020 13:37","25/06/2020 23:59","0:00"
"B2215M:2020-22/789","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00299-B - B2215- FL R- CON R - VSD 01","BMS Technician","18/05/2020 13:35","25/06/2020 23:59","0:22"
"B2215M:2020-22/790","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00299-C - B2215- FL R- CON R - VSD 02","BMS Technician","18/05/2020 13:12","25/06/2020 23:59","0:00"
"B2215M:2020-22/795","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00300-B - B2215- FL R- CON R - VSD 03","BMS Technician","18/05/2020 13:12","25/06/2020 23:59","0:00"
"B2215M:2020-22/796","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00300-C - B2215- FL R- CON R - VSD 04","BMS Technician","18/05/2020 13:10","25/06/2020 23:59","0:01"
"B2215M:2020-22/801","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00301-B - B2215- FL R- CON R - VSD 05","BMS Technician","18/05/2020 13:08","25/06/2020 23:59","0:22"
"B2215M:2020-22/802","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00301-C - B2215- FL R- CON R - VSD 06","BMS Technician","18/05/2020 12:46","25/06/2020 23:59","0:01"
"B2215M:2020-22/807","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00302-B - B2215- FL R- CON R - VSD 07","BMS Technician","18/05/2020 10:39","25/06/2020 23:59","0:18"
"B2215M:2020-22/808","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00302-C - B2215- FL R- CON R - VSD 08","BMS Technician","18/05/2020 12:38","25/06/2020 23:59","0:04"
"B2215M:2020-22/813","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00303-B - B2215- FL R- CON R - VSD 09","BMS Technician","18/05/2020 12:34","25/06/2020 23:59","0:01"
"B2215M:2020-22/814","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00303-C - B2215- FL R- CON R - VSD 10","BMS Technician","18/05/2020 11:29","25/06/2020 23:59","0:15"
"B2215M:2020-22/819","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00304-B - B2215- FL R- CON R - VSD 11","BMS Technician","18/05/2020 11:00","25/06/2020 23:59","0:11"
"B2215M:2020-22/820","28/05/2020 23:59","B2215 - HUAWEI","PPM","PPM","Completed","COMPLETE","PPM","Variable Speed Drive 1M","681:57","SV-B2215-00304-C - B2215- FL R- CON R - VSD 12","BMS Technician","18/05/2020 10:48","25/06/2020 23:59","0:05"
"B2215M:2020-23/767","31/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Pump 3M","753:57","SV-B2215-00294-A - B2215- FL B2 - PUMP R - CHWP 01","Mechanical Technician",,"28/06/2020 23:59","0:00"
"B2215M:2020-23/771","31/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Pump 3M","753:57","SV-B2215-00295-A - B2215- FL B2 - PUMP R - CHWP 02","Mechanical Technician",,"28/06/2020 23:59","0:00"
"B2215M:2020-23/775","31/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Pump 3M","753:57","SV-B2215-00296-A - B2215- FL B2 - PUMP R - CHWP 03","Mechanical Technician",,"28/06/2020 23:59","0:00"
"B2215M:2020-23/779","31/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Pump 3M","753:57","SV-B2215-00297 - B2215- FL B2 - SUB P R R - SUB Pump 01","Mechanical Technician",,"28/06/2020 23:59","0:00"
"B2215M:2020-23/782","31/05/2020 23:59","B2215 - HUAWEI","PPM","PPM",,"ASSIGNED","PPM","Pump 3M","753:57","SV-B2215-00298 - B2215- FL B2 - SUB P R R - SUB Pump 02","Mechanical Technician",,"28/06/2020 23:59","0:00"
"SVC-FM:452","03/05/2020 11:48","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Medium","SV-شكوى من إرتفاع درجة الحرارة","-578:13",,"HVAC Technician","04/05/2020 09:26","04/05/2020 11:48","0:00"
"SVC-FM:453","03/05/2020 11:51","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-554:10",,"Civil Technician","03/05/2020 12:53","05/05/2020 11:51","0:05"
"SVC-FM:454","03/05/2020 12:29","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-505:32",,"HVAC Technician","05/05/2020 14:08","07/05/2020 12:29","0:03"
"SVC-FM:455","03/05/2020 12:33","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-553:28",,"Civil Technician","04/05/2020 10:20","05/05/2020 12:33","0:01"
"SVC-FM:460","03/05/2020 23:04","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-578:57",,"HVAC Technician","03/05/2020 23:06","04/05/2020 11:04","0:00"
"SVC-FM:461","04/05/2020 08:29","B2215 - HUAWEI","BMS","BREAKDOWN","New","COMPLETE","Low","SV-تشغيل التكييف/  operation of air conditioning","-533:32",,"BMS Technician","04/05/2020 08:32","06/05/2020 08:29","0:00"
"SVC-FM:467","04/05/2020 10:56","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-تغيير لمبات/  changing bulbs","-555:05",,"Power Technician","06/05/2020 10:00","05/05/2020 10:56","46:36"
"SVC-FM:469","04/05/2020 11:24","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير وراقة مناديل بالحمام/  install / change effusion wipes bath","-530:37",,"Civil Technician","05/05/2020 11:02","06/05/2020 11:24","0:28"
"SVC-FM:474","06/05/2020 09:57","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-484:04",,"Civil Technician","06/05/2020 12:30","08/05/2020 09:57","0:05"
"SVC-FM:475","06/05/2020 11:03","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-482:58",,"Civil Technician","06/05/2020 11:38","08/05/2020 11:03","0:04"
"SVC-FM:477","09/05/2020 11:29","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-تغيير لمبات/  changing bulbs","-434:32",,"Power Technician","14/05/2020 14:24","10/05/2020 11:29","0:08"
"SVC-FM:479","10/05/2020 10:51","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-تغيير لمبات/  changing bulbs","-411:10",,"Power Technician","14/05/2020 14:22","11/05/2020 10:51","23:27"
"SVC-FM:480","10/05/2020 11:01","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-387:00",,"Civil Supervisor","10/05/2020 14:09","12/05/2020 11:01","0:34"
"SVC-FM:488","11/05/2020 11:06","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-362:55",,"Civil Technician","11/05/2020 14:26","13/05/2020 11:06","0:00"
"SVC-FM:489","11/05/2020 10:30","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-363:31",,"Civil Technician","11/05/2020 14:26","13/05/2020 10:30","0:14"
"SVC-FM:492","13/05/2020 06:12","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-355:48",,"HVAC Technician","13/05/2020 06:18","13/05/2020 18:12","0:00"
"SVC-FM:498","13/05/2020 12:39","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-349:22",,"HVAC Technician","13/05/2020 12:48","14/05/2020 00:39","0:00"
"SVC-FM:499","13/05/2020 12:50","B2215 - HUAWEI","BMS","BREAKDOWN","New","COMPLETE","Medium","SV-AC Sensor Not Working/ حساس التكييف لا يعمل","-337:11",,"BMS Technician","13/05/2020 12:52","14/05/2020 12:50","0:00"
"SVC-FM:500","13/05/2020 13:00","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-313:01",,"Civil Technician","13/05/2020 13:26","15/05/2020 13:00","0:00"
"SVC-FM:502","13/05/2020 13:38","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-312:23",,"Civil Technician","13/05/2020 13:44","15/05/2020 13:38","0:00"
"SVC-FM:505","13/05/2020 20:20","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-341:41",,"HVAC Technician","13/05/2020 21:16","14/05/2020 08:20","0:00"
"SVC-FM:508","14/05/2020 12:53","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-289:08",,"Civil Technician","14/05/2020 13:24","16/05/2020 12:53","0:00"
"SVC-FM:512","14/05/2020 14:10","B2215 - HUAWEI","Electrical","BREAKDOWN","Completed","COMPLETE","Medium","SV-تغيير قاطع كهربائي/  change electric cutter","-311:51",,"Power Technician","14/05/2020 14:22","15/05/2020 14:10","0:00"
"SVC-FM:513","14/05/2020 14:10","B2215 - HUAWEI","Electrical","BREAKDOWN","Assigned","ASSIGNED","Medium","SV-تغيير قاطع كهربائي/  change electric cutter","-311:51",,"Power Technician",,"15/05/2020 14:10","0:00"
"SVC-FM:515","15/05/2020 22:19","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-207:42",,"HVAC Technician","15/05/2020 22:20","19/05/2020 22:19","0:00"
"SVC-FM:516","15/05/2020 22:51","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-207:10",,"HVAC Technician","15/05/2020 22:54","19/05/2020 22:51","0:00"
"SVC-FM:517","15/05/2020 23:10","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-206:51",,"HVAC Technician","15/05/2020 23:12","19/05/2020 23:10","0:00"
"SVC-FM:518","16/05/2020 09:33","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-268:28",,"Civil Technician","16/05/2020 11:18","17/05/2020 09:33","0:05"
"SVC-FM:519","16/05/2020 21:32","B2215 - HUAWEI","HVAC","BREAKDOWN","New","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-184:29",,"HVAC Technician","16/05/2020 21:36","20/05/2020 21:32","0:00"
"SVC-FM:520","17/05/2020 10:48","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Medium","SV-ضبط السقف المعلق","-243:13",,"Civil Technician","17/05/2020 13:06","18/05/2020 10:48","0:07"
"SVC-FM:521","17/05/2020 10:56","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-219:05",,"Civil Technician","17/05/2020 13:15","19/05/2020 10:56","0:01"
"SVC-FM:531","17/05/2020 21:38","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-160:23",,"HVAC Technician","17/05/2020 21:58","21/05/2020 21:38","0:00"
"SVC-FM:532","17/05/2020 22:04","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Very Low","SV-اعطال اخرى بالتكييف/  Other air conditioning failures","-159:57",,"HVAC Technician","17/05/2020 22:32","21/05/2020 22:04","0:00"
"SVC-FM:533","18/05/2020 10:19","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-195:42",,"Civil Technician","18/05/2020 12:17","20/05/2020 10:19","0:01"
"SVC-FM:538","14/05/2020 08:40","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","High","SV-AC Not Working/التكييف لا يعمل","-329:20",,"HVAC Technician","19/05/2020 09:22","14/05/2020 20:40","0:00"
"SVC-FM:541","19/05/2020 11:35","B2215 - HUAWEI","Fire Alarm","BREAKDOWN","Completed","ASSIGNED","Emergency","SV-حدوث إنذار حريق/  of a fire alarm","-212:26",,"F.Alarm Technician",,"19/05/2020 17:35","0:11"
"B2215M:108","20/05/2020 10:02","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-Door/Window Other Issues/ الباب أو الشباك به مشكلات أخرى ","-147:59",,"Civil Technician","20/05/2020 10:55","22/05/2020 10:02","0:01"
"B2215M:110","20/05/2020 12:39","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-تثبيت/ تغيير ستارة/  Install / change curtain","-145:22",,"Civil Technician","21/05/2020 13:09","22/05/2020 12:39","0:04"
"SVC-FM:543","21/05/2020 14:14","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","Low","SV-صيانات اثاث/FurniturE maintenance","-119:47",,"Civil Technician","21/05/2020 14:24","23/05/2020 14:14","0:00"
"SVC-FM:544","23/05/2020 15:04","B2215 - HUAWEI","Civil","BREAKDOWN","New","ASSIGNED","Low","SV-صيانات اثاث/FurniturE maintenance","-70:57",,"Civil Technician",,"25/05/2020 15:04","0:00"
"SVC-FM:548","26/05/2020 11:29","B2215 - HUAWEI","HVAC","BREAKDOWN","Completed","COMPLETE","Medium","SV-AHU / FAHU Not Working/وحدة مناولة الهواء لا تعمل","-26:32",,"HVAC Technician","26/05/2020 19:32","27/05/2020 11:29","0:00"
"SVC-FM:549","26/05/2020 14:37","B2215 - HUAWEI","BMS","BREAKDOWN","Completed","COMPLETE","Low","SV-تشغيل التكييف/  operation of air conditioning","0:35",,"BMS Technician","26/05/2020 14:55","28/05/2020 14:37","0:03"
"SVC-FM:551","27/05/2020 15:05","B2215 - HUAWEI","Civil","BREAKDOWN","Completed","COMPLETE","High","SV-Door/Window Not Closing/Opening/ الباب أو الشباك لا يفتح او لا يغلق","-10:56",,"Civil Technician","27/05/2020 15:10","28/05/2020 03:05","0:00"
"SVC-FM:554","28/05/2020 11:24","B2215 - HUAWEI","Mechanical","BREAKDOWN","New","ASSIGNED","Medium","SV-Main Line Drain Blocked/ إنسداد بخط الصرف العمومي ","21:22",,"Mechanical Technician",,"29/05/2020 11:24","0:00"
